temperatura_motor,vibracao,tipo_combustivel,revisao_em_dia,falha_maquina
101.90455625809979,3.280481910471968,0,0,0
70.09463674869312,5.453953197858549,2,0,1
74.33702270397228,3.8685862249709633,2,0,1
80.99651365087641,4.9037924801105115,1,0,1
74.965243458838,5.493143615455221,1,0,0
64.49336568933867,5.482035823175409,2,0,0
80.68562974806028,5.632881131352927,0,0,1
69.37696286273895,7.420566903587971,2,0,0
84.73592430635182,5.68030145227097,0,1,1
70.80575765766197,4.633765047064027,0,1,1
95.4993440501754,6.446130752432536,1,0,1
72.16746707663764,6.784205733386961,0,0,0
76.77938483794324,3.1585882772945113,0,1,0
88.1351721736967,5.896100104774787,2,0,0
67.69135683566044,6.051759113466348,1,0,0
82.2745993460413,4.553654744960012,0,1,0
93.07142754282428,7.063560219967429,0,1,1
63.92516765438772,4.77491661945121,1,1,1
81.84633858532304,5.188364680207314,2,0,0
82.59882794248423,4.740392263574195,1,0,0
87.81822871777311,5.023368571372202,1,1,0
67.63049289121918,3.355587369657197,0,1,0
66.79543386915724,2.8399236761085582,0,0,1
85.21941565616898,7.3917575948374585,2,1,0
82.96984673233186,3.729557977522508,0,0,0
82.50492850345877,3.5129114758155393,0,0,0
83.46448209496975,1.7699148295944278,1,1,1
73.1997527842151,4.041557378465747,0,1,1
82.32253697161003,3.0153653098887525,2,0,0
82.93072473298682,7.463022740204554,1,1,1
72.85648581973632,6.514725634013951,2,1,1
98.65774511144757,3.9677744822334144,1,1,1
84.73832920911788,8.378653708016463,0,1,0
68.08696502797352,6.472648230487391,1,0,1
86.5655360863383,4.512752924737066,1,0,1
70.25318329772679,1.2508914276896403,0,0,1
87.87084603742451,5.100301991678596,0,0,1
91.58595579007404,2.915641299854606,2,1,1
71.7931768164829,2.5319018795646624,2,1,0
89.63376129244321,6.533855648014461,0,0,1
84.12780926936499,8.659628609508909,0,0,1
88.2206015999449,7.076409227765778,0,1,1
98.96792982653947,5.84586368007854,1,0,0
77.5461188399713,5.892131512497929,1,0,1
72.4626383564251,6.280123338170462,1,1,1
71.10485570374476,6.138392884680147,0,0,0
71.84189715034562,5.421787135954064,2,1,1
79.22898290585896,5.156301655927814,0,1,1
83.41151974816644,4.9061103081507165,1,0,1
82.7669079933002,3.8690531166999858,1,1,0
88.27183249036024,4.578987384699839,0,0,0
80.13001891877907,2.460564778706922,0,1,1
94.53534077157317,4.852490559807875,1,0,0
77.35343166762044,3.5171133392736236,1,0,1
107.20169166589619,3.344616024176344,1,0,0
86.25667347765007,5.269841226730218,0,1,1
71.42842443583717,7.088003429516899,1,1,0
69.29107501938887,6.377474909003469,1,0,1
84.82472415243186,5.100301991678596,2,1,0
77.7653721467415,3.5155577951444936,0,0,0
87.14000494092092,6.411156781982324,2,0,0
84.73237624573545,3.5262689096925355,2,1,0
79.27171087343127,5.100301991678596,1,0,1
71.53206281931595,5.825078148536828,0,1,1
64.85152775314135,3.547483317704547,1,0,0
75.53485047932979,5.15806325921894,0,1,1
88.56398794323472,2.9989617576226935,2,0,0
82.14093744130204,4.097948534073179,0,0,1
67.54261221288012,5.479672901213806,1,1,1
81.73180925851182,2.610509399702496,1,0,1
83.85317379728836,5.660712106940599,1,0,0
71.16142563798867,4.970543301609978,0,1,1
81.53725105945527,5.828734931625721,2,0,0
80.58208718446,5.335871201096992,2,1,1
68.57029702169376,7.046210644960766,0,0,0
83.57787360348283,5.187836753971861,1,1,1
85.60784526368235,4.355891688312121,2,0,1
90.83051243175277,5.183446254548426,1,0,1
90.53802052034902,5.814947043554582,0,0,0
66.22330632042909,5.073290105488557,1,1,1
70.62174960084877,5.060887536805824,2,1,0
85.1503526720866,3.947012468289867,2,1,1
85.1378595091221,4.0056486236735775,1,1,0
85.15047686306048,2.8960920923004596,0,0,0
118.52731490654722,7.624365114780409,1,0,1
85.70890510693167,3.1342051469130725,0,1,0
91.35565640180599,3.960642203306139,1,1,0
89.54001763493203,3.922389101646204,2,1,0
86.51391251305797,6.342386565416662,0,0,0
76.84730755359655,4.557575482561958,0,1,1
87.58969220493267,6.8716131090106005,0,1,1
72.27174785462428,3.989764063634197,2,0,0
77.63181393259991,5.418491243335703,1,0,0
75.14636452170896,3.746979420110364,2,1,0
80.81874139386322,8.217723691660083,0,0,0
103.14658566673509,3.218602371455731,1,1,1
61.32734807408252,5.464731065340541,2,0,1
86.86260190374513,5.950665321398148,0,1,0
63.87284128810349,5.620698646177248,0,1,0
75.28068134210567,4.722068511683437,2,1,0
90.88950596967366,4.805268950399861,2,1,1
80.64280019095463,5.065717207968665,2,0,1
69.22255222070694,4.779496997557267,0,0,0
72.84696290740033,6.445818675192364,2,0,0
86.79597748934675,8.315784502387027,0,0,1
72.69633368282864,4.16376232248825,2,1,1
82.16458589581976,2.945295530631383,0,1,0
80.45571839903813,4.8675769274731175,0,0,0
73.48399652394183,8.869564006481479,1,0,0
101.43944089325325,3.794488148045404,2,0,1
86.33919022318011,7.458675208166101,2,0,0
59.74857413342393,7.516551221114661,0,0,0
81.86454314769428,4.169617637438008,0,1,1
73.38213535231613,5.853474618777913,0,1,0
88.52433334796224,7.442594934692807,1,1,1
72.07479261567299,4.43130838851877,1,0,0
78.85263558533102,4.694629459846458,0,0,0
85.04987278980457,4.127478629077034,2,0,1
88.65755194170121,3.4778649039606995,2,0,0
67.99703592944223,4.026083682400989,1,1,1
76.65498764159051,3.164089599856615,1,1,1
75.25054688839043,5.051125202388839,0,0,0
73.46670767426288,3.8450401534120373,2,1,1
97.65454240281096,5.350678867686121,0,1,0
84.04981710960955,2.666156530694559,1,0,1
67.39116045664954,5.496320348321685,2,0,0
89.17861947054776,6.250293442413387,2,0,1
101.22156197012633,2.009396536142817,1,0,0
90.32465260551147,5.561084854771358,0,0,0
64.80630034045987,6.841503488709938,0,0,1
75.15765927133748,3.185538471963192,2,1,1
92.66911149186623,7.508858580256555,1,1,0
72.92330534381219,5.6285285140490675,2,0,0
84.43819428146229,3.9424822163623867,1,1,1
87.74634053429337,4.916346383513441,0,0,1
70.73069528421917,5.837490368782584,1,0,0
79.404746439382,5.114008087118617,0,0,0
47.58732659930927,5.808133988669554,1,0,0
69.7561235866571,3.6189896103809507,2,1,1
77.4743184860684,5.254041236054117,0,0,0
67.5221681803515,2.8794282546425296,2,1,0
96.32411303931636,4.83316090797695,2,0,1
65.69858622039368,3.6441385378028155,0,0,0
75.59955513303017,3.8967050861153503,0,0,0
81.30740577286092,6.854139762815656,2,1,0
94.41273289066116,6.636965180891403,2,0,0
65.6413784882056,5.913707181360765,2,0,0
91.63163752154959,3.3615308529911316,2,0,1
80.10233061019586,4.525387325457797,0,1,0
70.18491348952048,6.819646549968775,0,1,1
84.6210347426327,5.212575370459857,2,1,1
81.9905969557347,8.478994309972542,1,0,1
73.99783122841205,5.589976759091558,1,1,0
80.69802084990019,5.288073674735047,0,0,0
76.14686403138239,4.536325303696248,2,1,0
81.13517345251248,5.200311357173423,2,1,0
86.62130674521046,4.771295245429184,0,0,0
95.86016816145352,6.062163015032885,1,1,1
67.62184501173151,6.435053475191876,1,0,0
101.33033374656267,3.8210158092380757,1,0,0
60.47912200477498,3.003150569663333,0,1,0
78.48214904964416,2.245691940345055,1,0,1
85.88317206484577,5.761986990368816,0,0,0
82.80991867735032,3.3449500907391894,0,1,1
73.77300480179406,5.100301991678596,2,1,0
77.91877749642725,5.582867906796446,1,0,1
75.06999065341168,8.739499276149186,0,1,1
74.10635243055789,4.99089363269016,1,0,0
88.49602097021025,6.257736161677463,1,0,0
83.57015485965047,5.122744037821348,2,1,0
73.07090404739346,4.851665520213286,1,1,0
88.9959987543325,6.378614724481653,2,1,1
83.07299520876609,4.564588183717023,0,1,1
88.1286211883896,5.401088471107855,1,0,1
86.29628841923612,5.48254670929402,0,0,1
71.71004989077927,3.997864319535427,1,1,0
74.3981895980303,6.488063524304784,0,1,0
87.47293605123262,4.737560364956887,1,0,1
86.10370265433465,3.8663822607607328,1,0,0
79.79098406035853,5.804764765355605,1,0,1
81.17327383308782,3.652298027313444,1,0,0
92.77664895788425,5.042271736053692,1,1,0
74.0842861116417,4.986321505033695,1,0,1
85.47097381170038,6.628843348747367,1,0,0
77.97807347566106,5.7120473493199295,1,1,1
77.82318796772779,4.962459561882284,1,0,1
90.9877685198719,6.226649448800431,0,0,1
88.2541634898803,7.0853113235259695,2,1,1
88.13509636000639,5.8367154595277935,1,1,1
93.05478807154329,5.015528929765071,2,1,1
80.21003841632759,3.032245651474761,1,0,0
86.81952971294965,3.402329505386941,1,0,0
76.89733243406543,4.542162943467998,0,1,1
83.24166352488442,4.0857316967610755,0,1,0
78.69856945632316,4.7195430455218315,2,0,0
80.96995964992718,5.084974887345661,0,1,0
85.95157025436913,5.100301991678596,0,1,1
71.81779316766527,4.894251832911364,2,1,1
100.9238727568546,5.729752465739303,0,0,0
69.93982618500299,5.096711622215181,1,0,1
67.85811387212269,2.036800150469193,2,0,1
91.58110873500068,3.5909969092718685,2,0,1
87.91662693962935,4.783868666417577,1,0,1
86.24119817052156,3.1854578857383387,0,0,1
86.2834550926428,5.899893094994306,2,1,0
79.87753227153085,7.296126248515546,2,0,1
71.02745628514168,6.828142777545975,1,0,0
80.75804558193727,4.679835693604688,1,1,1
73.22838288487888,7.2360892052749275,0,0,1
89.7511973341775,5.2230011858031675,2,0,0
78.52942618497862,4.494371043322941,0,1,0
71.74502803207488,4.079896004688591,0,1,1
76.78614158347007,4.546295470267808,1,1,0
84.12931454275625,4.417734772188156,2,0,1
74.36275447196026,5.255624333563231,2,1,0
71.77779604433569,5.240860971574797,2,0,0
82.43687211491913,5.004569030230122,1,0,1
82.44966571108722,5.655407254619525,1,0,1
74.9305682462887,6.7859694121795116,1,0,1
75.28961694381677,6.4243312031619855,1,1,0
82.32049937357637,2.7726530473251447,1,1,1
65.51915658502676,1.169118297647068,2,0,1
65.92536225623445,6.40147986685891,0,1,1
72.81555778747564,2.9496819523768685,2,0,1
77.86552848288153,4.662851897160975,0,0,1
83.10907565598005,3.244830460910961,1,0,0
94.75356216949552,2.2970293436299705,0,1,0
88.5765962320202,5.812194092307182,2,0,1
78.40061470036574,6.13873274045397,2,0,0
79.80983792097311,5.100301991678596,0,1,1
69.97470635362191,1.1134365617826352,1,1,0
79.8148686400761,4.180633327621276,1,1,1
77.11341361079862,5.100301991678596,2,1,1
83.22718560338089,2.7816326468388066,0,0,0
71.72769056447677,5.275039879668734,1,1,0
85.19346514241172,4.977035226240507,1,0,0
95.32738913002578,5.8689372494016325,2,1,1
78.91239851543142,5.17937055262123,1,1,1
84.01711722098942,3.540396588677667,0,1,0
86.90143991711112,6.794857252496737,2,1,1
75.98779528114164,4.762205640459545,2,1,0
82.24092481810416,4.959043190735102,0,1,0
80.12592400781794,3.600098061390206,2,0,1
80.97676098548831,4.335076623212735,1,1,0
72.26990216144533,3.6727959289596486,1,1,0
80.24510174258943,4.740580910114866,0,1,0
84.9799829124545,7.567562720213515,1,1,0
94.51143607795042,2.9421482856029657,0,0,0
89.59270826085206,2.5796579031848883,0,1,0
101.53182457511556,5.100301991678596,1,1,1
72.3265243711195,4.686014484272201,0,1,0
88.72320636720679,3.996390892010125,1,1,1
81.83342005738352,6.559857031094115,2,0,0
101.89802933217672,4.091576690394704,2,1,0
71.91701714644849,5.100301991678596,0,0,1
71.60278157819224,6.016888807008904,1,1,1
74.00607354555977,4.268132887781446,1,0,0
58.76104275690193,8.235962319898256,2,0,1
74.74244978319238,4.091427615494992,2,1,1
72.40867338446301,6.113143058013961,1,1,1
81.50393786476208,5.448938870609738,0,0,1
83.4175597577716,6.952611934098197,2,0,0
98.76170839215887,7.3422667950902785,0,1,0
89.5042383818605,5.04800622359865,0,0,1
74.23096344337597,3.869873194480725,2,0,0
71.01585328651642,5.689958214408675,0,0,1
84.91919171506505,3.983426945371841,0,1,0
66.79766792979358,8.020080871289935,1,0,0
98.31458765854353,5.204802996624106,0,0,1
91.79440120721287,4.452017673031837,1,0,0
75.30824347895295,5.277020458797363,2,1,1
62.868654709091224,2.9793105657054553,2,1,1
93.53872374165412,3.5425789422340226,1,0,1
78.85460154747382,6.800620861916638,2,1,1
92.37816311973462,4.014658581542906,0,0,1
64.05572341205632,3.4296335259770907,0,1,1
74.00624977046228,5.804979128790929,0,1,1
80.05243699718183,6.778556231994496,2,0,0
80.46980593764742,6.0784299659976,0,1,0
75.49934528520757,6.494071528708725,2,1,0
86.22849932347499,3.8648073671458087,0,1,0
69.32379570617405,2.8672839998872344,1,0,1
78.57620514978707,7.25200047793323,2,1,1
81.20295631711899,4.515980241736797,2,1,1
85.14438834058748,4.623750475317429,0,0,0
87.11614878088889,6.992291212773587,2,1,1
68.75357908162131,5.83434501410099,2,1,0
64.65885829264377,5.683831658122411,1,1,1
92.7767682189851,5.100301991678596,1,1,1
83.32314011979592,4.034722654429785,0,1,0
72.51513463443446,6.391760192121856,1,0,0
95.51151975522524,5.085519687345627,0,0,0
81.15674634292859,5.402888418294886,0,1,1
91.79297184063826,7.292702639618797,0,1,1
80.67518481410109,5.761753634434435,2,1,1
100.60747924881987,5.807444118574449,1,0,0
97.55340842443204,6.608761005964704,0,0,0
77.51035851520926,4.452570905685672,1,1,1
89.71570950954356,3.7411854989914906,0,1,1
86.45375949585147,3.4327862089684498,1,0,0
93.68631557532349,2.0504651159359972,1,1,0
70.35076539419896,8.084310694910483,0,0,1
86.8605145999844,3.345187451417475,2,0,0
90.58424486849587,4.6681195646213425,1,1,0
62.41260513576886,4.584780050166619,2,0,0
68.16741487334225,5.461110046713651,2,1,1
59.607678222398995,6.223605818808945,0,1,1
77.30593165555442,6.2907102325396185,0,1,1
87.17542255795962,4.125383842146592,0,1,1
95.02357052096028,4.749317429320382,1,1,1
80.74094780419775,5.42386992573245,0,1,0
96.28615545571292,4.62696331072468,0,0,1
66.19898541785109,7.411018364029989,1,0,0
62.96617560644845,5.7364624274573774,1,0,1
79.44452301103381,6.102316679074726,0,0,0
83.84065448939307,5.994321903001119,0,1,0
79.67305251905907,6.760210786227987,0,0,0
59.325578999601234,5.27153233805556,0,0,0
79.10879960487212,3.05475207806623,2,0,0
66.95530499495146,5.599531927628963,2,1,0
86.69672548830039,4.022964659312256,0,0,1
83.66598246096848,4.207074977375365,2,1,0
70.60120213672644,5.87954602813264,1,0,1
74.86133082663306,6.857424607150453,2,1,1
69.40786478111049,5.100301991678596,2,1,1
79.37320902726829,5.463249518898445,0,0,1
89.55142320501238,7.553322416952857,2,1,1
70.14273953664457,5.361129769232853,2,1,0
85.04046515517844,8.902524671270593,2,0,0
74.69742381627559,5.848264468447316,2,0,0
72.07127167737656,2.3588558612662736,1,0,1
78.92969640045442,6.130012431656799,0,1,1
69.64757677580626,5.571737577324167,0,1,0
74.46350694652818,6.934629131124119,1,1,0
68.02122107411151,6.009772026904938,2,0,1
99.6472513291639,4.792316024024339,1,1,0
80.35263551971728,3.1635526455659515,2,1,1
73.00274492007415,4.686465114070963,1,1,1
82.13979910734221,3.7242193186860497,0,1,1
78.8767195030917,4.129214825292916,0,1,1
77.79030400466777,5.8828676066309145,0,1,1
86.14166700043425,7.50485675652711,2,1,0
87.57507710047305,5.592007294734472,2,0,1
74.69498852389472,3.2061754069472235,1,0,1
74.2418175935532,5.666904002330211,1,0,0
77.24948302848355,6.794947229968477,0,1,0
56.980788352644154,4.085325643520926,2,1,0
64.84808937801448,4.798974249990623,1,0,0
93.66874267444524,5.100301991678596,2,1,1
96.44967713501283,3.82265253037664,2,0,1
77.50963960443622,5.972420650765788,0,1,0
85.76556963055766,4.818577777088327,0,1,0
83.11250154543536,5.629298665860541,2,0,1
110.78880808455239,3.66876173329685,2,0,0
91.19574911434577,4.343812549514884,2,0,0
78.72082408519233,6.083572036741657,2,0,1
70.44459559399574,4.440750271862349,0,0,1
63.93553679742428,7.590445776850108,1,1,0
82.03463635867223,4.400545721578096,0,1,0
72.43649254715697,5.337027088627829,1,1,0
65.77746290402325,6.398886247809635,2,0,1
73.53427115757474,2.8724514006004522,1,0,1
69.18451996385605,2.358786782028836,0,0,0
96.87141635072564,2.711515528144858,0,0,1
88.81639756949451,6.893876155140774,2,0,1
79.92027358683383,4.172212781161329,0,0,0
94.79944138890026,8.837298928502378,2,1,0
80.77368307647619,4.153628602013917,0,1,1
71.38715798671737,5.276826954795555,0,1,0
95.23124077269657,7.313164928851814,2,1,0
85.38910043684659,8.009139332238684,1,1,1
69.62753845673544,8.092255364954596,0,0,1
78.09661321916391,6.812549345889714,1,0,1
71.24381746615242,6.536093788717194,0,0,1
66.17200269035663,5.888790423801774,0,0,1
89.26177547531641,6.167541614249957,0,0,0
99.0941664047013,4.1732214255072,0,0,1
66.01432426180858,3.772701674866539,1,1,0
85.62969236690572,4.994938313883572,1,0,0
73.49357430878173,4.744723066212607,0,0,1
75.12874616235304,4.320157926009087,0,0,1
74.07606075761132,6.044581171185073,1,0,0
71.36009230320184,5.100301991678596,2,1,1
80.48521627944827,5.132610329437771,2,1,0
71.69049883588963,7.216295121582893,1,0,0
82.70456825779839,3.2874663287997423,0,1,0
79.49761890550863,4.709510811080423,0,1,1
77.6105195313359,3.9247665190957925,2,0,1
70.92436337958402,2.20019507439041,2,0,0
74.23228669431667,4.875978971235951,1,0,1
87.55391225825755,4.8173787374250745,2,0,0
85.00917187624381,7.270174614863197,1,0,1
70.22444755201448,5.946217526832166,2,1,0
80.99332305429226,3.4637197635061927,2,0,0
87.5138712337179,7.781138849501282,2,0,1
63.305947188786284,6.83155054328803,0,0,0
85.43360192379934,5.873146555202924,0,1,0
73.37376241054153,4.660273851725252,0,0,1
85.70598668593159,3.5608411449147805,2,0,1
72.36740843457483,4.4416898358934205,1,0,0
61.95117899335481,6.633122929556279,1,1,0
63.72457562116837,7.826879458901914,1,0,0
80.48084946661382,5.100301991678596,1,0,1
82.59722501721483,4.266725867320589,0,0,0
70.95683374895592,3.3205738500664834,0,1,1
86.38592458777374,5.211329370366806,2,0,1
63.3847993773104,2.3473409516557227,2,0,0
79.33920201352683,5.484751571277172,1,0,0
67.88983800237543,4.778596120551997,0,1,0
73.4816389219784,4.300945247197637,1,0,0
80.47398671316414,2.607945399099807,2,0,1
71.39586634716048,5.770400159854574,2,0,0
76.15444455770175,4.200948740507133,1,1,0
90.0629280921444,3.245124746434568,2,1,1
74.23108130476851,0.691606680077526,1,0,0
88.35692112065142,4.958727642424045,0,1,1
68.70293145342382,7.658377395004616,1,1,0
85.29804177915283,7.491888821821805,0,1,1
94.41568620657901,4.314355615120592,0,0,1
55.283554998727105,4.096681909457329,2,0,1
72.03104744529523,5.703161384112535,2,1,1
85.7707212718054,3.5024218412175627,2,1,0
77.96954613957007,5.452687849729199,1,1,0
83.71145873371309,6.149120417577036,1,0,1
73.9601481328418,6.840399835826462,2,0,1
80.865897874729,4.849768885280071,1,1,0
78.44322764607921,4.694489374734551,2,1,0
91.67782061659807,3.6830261198651586,1,1,0
82.54420843301213,3.75967946894021,0,1,0
83.37602662075201,4.66028166214771,0,0,0
75.88123033877532,5.551048260224267,2,1,1
75.12393775927507,6.370376939349875,1,0,0
75.6744181218038,3.795231573979483,1,1,0
83.94452142378297,7.239032853439283,0,1,1
75.79015519179737,4.593314598436147,0,1,1
82.89774856896413,4.967949058477346,2,1,1
100.75400798645438,3.879182481278265,0,1,1
88.71124703431693,1.3636396095905878,2,0,0
76.73976467832159,6.326068094541575,0,1,1
92.01213922163944,6.10526584563865,0,1,1
75.91924626978448,4.57800866432268,1,1,0
59.61875464822146,5.100486075837308,0,0,1
69.91913689082595,5.773908826556149,0,0,1
61.29208078974145,2.6561812146701858,2,0,0
76.48486515958692,4.206420983980558,0,0,0
80.18418379189552,6.19139701943274,2,1,0
96.76437312275283,3.1185658652461257,0,1,0
83.26927373764163,5.100301991678596,0,1,0
77.80899471191135,2.965127293064892,2,0,1
88.2940558118349,5.699644973650289,1,1,0
57.88864690992115,4.946537776553774,2,1,1
82.35614558108566,2.5773022761417357,2,0,1
87.70865193886966,6.747109031685757,2,0,1
65.21413754220158,3.898112634802926,1,0,1
91.43754043206928,3.7846213444784285,0,1,0
83.38496407494414,5.300853795846415,2,1,0
75.84712086099199,6.722956024143073,2,0,1
86.32781866106285,3.4762672715324046,1,1,1
102.70692857804396,5.100301991678596,2,0,1
81.81866255058495,5.643224750495859,0,0,0
82.48220586300336,6.039658410894717,1,1,1
75.40639100459757,5.2646623329158375,0,0,0
71.50155630535208,4.449458241375017,0,0,1
88.30335816544246,3.7586146690269207,1,0,1
71.43916174091133,5.129215824569562,2,1,0
80.71566237219392,3.3917914820215898,0,0,1
75.22342553234883,0.6179742747580885,0,0,0
84.78979825746391,5.654839706236501,0,0,0
83.33662105286949,6.355902261629293,0,0,1
90.375399442579,1.4556013466872422,1,0,1
74.89983601145254,3.485403942935094,1,0,1
77.30125064706628,5.928731391507797,0,0,1
70.21236284217693,8.086243204567548,2,1,0
75.55706739923889,5.031190561513112,0,1,1
83.77300493044852,3.9079955881562984,2,0,1
87.56988616645351,4.72565533834274,0,1,0
70.77834675822375,7.062314628722277,2,1,1
88.6960592010566,4.031053731313197,0,0,0
93.55637858804951,3.8012119900246195,2,1,1
84.13434903223701,4.275884716726951,0,0,0
98.76795812558066,3.5700070876119314,0,0,0
72.26210800896428,5.184005473992193,2,0,0
67.55345296688583,7.437017687704341,1,0,1
62.212797510957216,5.484618909674044,2,0,0
94.96044311489183,4.621469746810568,1,1,0
86.54365656354058,4.562283096626684,0,0,1
79.44415329089544,2.6552137869550143,2,1,1
82.7996862631982,6.324664665720738,2,0,0
68.74510952701624,4.883244204480797,2,0,0
104.45751979616827,4.729280129614062,1,0,0
81.29221181975228,9.789661351767291,1,1,0
81.09394794604893,5.44812936254853,0,0,1
87.25766623898691,3.8723134248572233,1,0,1
84.81009231736714,4.360463605691685,1,0,1
82.23884024279131,6.722668563795132,0,0,0
72.09525544554688,5.1699056158066465,2,1,1
84.71468357135996,2.84258303252395,2,0,1
98.82024496475034,6.378843401862805,0,1,1
93.45420046154977,3.9977838716915093,2,0,1
95.93186626639397,7.8099466643263185,1,1,1
74.88784323568815,6.620072098571972,0,1,1
70.1039517974142,4.329017156511873,0,0,0
